"timestamp","src_ip","dst_ip","src_port","dst_port","protocol","packet_length","len","inter_arrival","tcp_flags","payload_raw","method","url","http_status","http_headers","http_body","attack_type","is_tls_heartbeat","is_login_failure","is_ssh_handshake_failure","session_key","sess_pkt_count","sess_byte_count"
"2025-05-21 23:04:32.928493","172.20.10.3","157.148.54.168","59210","8080","TCP","66","66","0.09379196166992188","A","","","","","","","Normal","False","False","False","172.20.10.3:59210->157.148.54.168:8080/TCP","2","500"
"2025-05-21 23:04:32.928370","157.148.54.168","172.20.10.3","8080","59210","TCP","108","108","-0.00012302398681640625","PA","00000026682deb812d3054f4b6b9efddbfe18b569bcb6f96cd97cbba24647024705cd654c775f5353a02","","","","","","Normal","False","False","False","157.148.54.168:8080->172.20.10.3:59210/TCP","1","108"
"2025-05-21 23:04:32.983993","172.20.10.3","157.148.54.168","59210","8080","TCP","66","66","0.05562305450439453","A","","","","","","","Normal","False","False","False","172.20.10.3:59210->157.148.54.168:8080/TCP","3","566"
"2025-05-21 23:04:32.983836","157.148.54.168","172.20.10.3","8080","59210","TCP","386","386","-0.0001571178436279297","PA","0000013c682deb81b5e53a8499cc67f54af226ba50b95637b3fd25a80dbab6030c0c2cd27b567ce2378b014bbea345511814bd2c1c9fc65c8885c2df5dd1f8276464c7ffae4a2aa114b0adf6e9962ee877d37aa4168f3f5b1df5a086bc64d2370517688d7069d19c0e5a9886d308cbbe557dc9d720c388a29892ce49d15d72cf51f714ea69d4e13a88d09af49845ea7bcb3f03c90356b1223cd4971d0d1b16112242b5d241a044eab5f1ad268a7c20985c05bc64c199a94b2aa32ea6e26e7e8c3b0896977cdcd48aa4d3662833a91b492487f0a8213e0e0399c1481334914163c03c8b7c3d875479f3e088ca178573cbc00aa34dc5b3d0744cd428513427f4f7261b6a25a7a4fe5713702e8cee6f7b2343b38a5fb85b1e1b5c21bd16a4eb722460b579a46454fea76e74677004803662e8af7562ebed43bbba3a95c4992ea61b","","","","","","Normal","False","False","False","157.148.54.168:8080->172.20.10.3:59210/TCP","2","494"
"2025-05-21 23:04:33.973573","172.20.10.3","157.148.61.140","59447","8080","TCP","477","477","0.9897370338439941","PA","17f10401a22885610c507fa8688a425c26ff31ebe09737446bc206fbcc426acb742e0d983cdcaa1f35163fa22abbf5bf218bb1f61b8d67db2b4cae78b9a2bf3b91e608c415998c9110ad72f18f611a6ff444d4139bebc4aea8deab5b15b78da68b959504096a5cd09463149daa0c0eb50a00050bdf8e1175b8939aa7b48ef80f1d02e40565a46f537459e119ae3336407794bec3b72d5afb212c73f7c461d8bb3dc2e97e90e032c8901b3388d2427c96ef54854fb1c4c6b11a3a1415f5fa1d7dc98c27c580c385ed6ce5f6f9378b8acaf27a0e4e8acab1569d9530b50918a2b73b09024772cc3290e4123bade76e6bf06283ea5b22bcd65779b893fc96f871f66417cd37b9ea76806c81b0949744c58a5ea883cd081815ac8f0c693ac01c5380671654f17a19fa8737334592bfcdbd0c32802dafaec441dc33dd8040c2b3efcda7a9cc6f8f50616d6e53307cc983f47e06087b8d4001b9f6f23fb5cdc479369a824c6deaa63890a2f843a202e3179fc0d26a6dc9be80687b0f8ad24560ccd3b6ec852d7e41c9445573ae246dc08e6050fd944301ab46d8ec1775bc36afa97a6fd5a4661a3922f7","","","","","","Normal","False","False","False","172.20.10.3:59447->157.148.61.140:8080/TCP","1","477"
"2025-05-21 23:04:34.076480","157.148.61.140","172.20.10.3","8080","59447","TCP","54","54","0.10290694236755371","A","","","","","","","Normal","False","False","False","157.148.61.140:8080->172.20.10.3:59447/TCP","1","54"
"2025-05-21 23:04:34.108500","172.20.10.3","157.148.61.140","59447","8080","TCP","54","54","0.03202009201049805","A","","","","","","","Normal","False","False","False","172.20.10.3:59447->157.148.61.140:8080/TCP","2","531"
"2025-05-21 23:04:34.108374","157.148.61.140","172.20.10.3","8080","59447","TCP","147","147","-0.000125885009765625","PA","17f1040058ead8a2c4f46662457cdff155dceba7243c84c735e2e0df409e2089eece98a5b75c0f1d8e815b18c3eb48023768002304ed87135898277e16e537ba02bf4bc57a70e53213da1f0b12a6605717b1d1539d341fce68b6579345","","","","","","Normal","False","False","False","157.148.61.140:8080->172.20.10.3:59447/TCP","2","201"
"2025-05-21 23:04:34.118396","172.20.10.3","157.148.54.34","59167","993","TCP","54","54","0.01002192497253418","A","","","","","","","Normal","False","False","False","172.20.10.3:59167->157.148.54.34:993/TCP","1","54"
"2025-05-21 23:04:34.183358","157.148.54.34","172.20.10.3","993","59167","TCP","54","54","0.06496191024780273","A","","","","","","","Normal","False","False","False","157.148.54.34:993->172.20.10.3:59167/TCP","1","54"
